Timestamp, Temp(C), DO(mg/L), Salinity(PPT), pH, Status
2026-07-23 19:37:32, 24.39, 4.49, 35.91, 7.41, ALERT: Temp Error (24.39°C) | Low Oxygen (4.49 mg/L) | pH Error (7.41)
2026-07-23 19:37:33, 15.21, 5.4, 30.87, 7.59, System Stable
2026-07-23 19:37:34, 24.79, 4.57, 27.89, 7.18, ALERT: Temp Error (24.79°C) | Low Oxygen (4.57 mg/L) | Salinity Error (27.89 PPT) | pH Error (7.18)
2026-07-23 19:37:35, 13.86, 6.36, 28.35, 8.66, ALERT: Temp Error (13.86°C) | pH Error (8.66)
2026-07-23 19:37:36, 23.52, 4.74, 32.95, 8.84, ALERT: Low Oxygen (4.74 mg/L) | pH Error (8.84)
2026-07-23 19:37:37, 22.97, 4.6, 31.64, 8.93, ALERT: Low Oxygen (4.6 mg/L) | pH Error (8.93)
2026-07-23 19:37:38, 24.77, 4.35, 36.01, 8.45, ALERT: Temp Error (24.77°C) | Low Oxygen (4.35 mg/L) | Salinity Error (36.01 PPT)
2026-07-23 19:37:39, 23.25, 8.24, 35.75, 7.44, ALERT: pH Error (7.44)
2026-07-23 19:37:40, 18.73, 4.85, 31.17, 8.63, ALERT: Low Oxygen (4.85 mg/L) | pH Error (8.63)
2026-07-23 19:37:41, 16.95, 6.86, 30.77, 8.99, ALERT: pH Error (8.99)
2026-07-23 19:37:42, 22.88, 6.81, 36.92, 7.48, ALERT: Salinity Error (36.92 PPT) | pH Error (7.48)
2026-07-23 19:37:43, 17.8, 5.12, 36.91, 7.32, ALERT: Salinity Error (36.91 PPT) | pH Error (7.32)
2026-07-23 19:37:44, 20.18, 6.61, 33.89, 8.04, System Stable
2026-07-23 19:37:45, 17.17, 4.52, 37.44, 8.98, ALERT: Low Oxygen (4.52 mg/L) | Salinity Error (37.44 PPT) | pH Error (8.98)
2026-07-23 19:37:46, 17.34, 6.06, 32.37, 7.87, System Stable
2026-07-23 19:37:47, 21.58, 4.38, 28.65, 7.27, ALERT: Low Oxygen (4.38 mg/L) | pH Error (7.27)
2026-07-23 19:37:48, 25.58, 4.5, 29.31, 7.38, ALERT: Temp Error (25.58°C) | Low Oxygen (4.5 mg/L) | pH Error (7.38)
2026-07-23 19:37:49, 17.32, 7.34, 31.05, 8.12, System Stable
2026-07-23 19:37:50, 16.2, 7.7, 36.66, 8.91, ALERT: Salinity Error (36.66 PPT) | pH Error (8.91)
2026-07-23 19:37:51, 17.9, 6.03, 31.29, 8.02, System Stable
2026-07-23 19:37:52, 13.59, 6.0, 26.36, 7.76, ALERT: Temp Error (13.59°C) | Salinity Error (26.36 PPT)
2026-07-23 19:37:53, 19.88, 5.47, 29.48, 7.1, ALERT: pH Error (7.1)
2026-07-23 19:37:54, 25.77, 7.82, 27.33, 8.36, ALERT: Temp Error (25.77°C) | Salinity Error (27.33 PPT)
2026-07-23 19:37:55, 24.95, 5.71, 33.98, 8.39, ALERT: Temp Error (24.95°C)
2026-07-23 19:37:56, 21.12, 5.8, 32.1, 7.13, ALERT: pH Error (7.13)
2026-07-23 19:37:57, 14.17, 5.76, 35.29, 8.8, ALERT: pH Error (8.8)
2026-07-23 19:37:58, 22.06, 5.26, 35.38, 7.73, System Stable
2026-07-23 19:37:59, 21.57, 8.43, 31.6, 7.03, ALERT: pH Error (7.03)
2026-07-23 19:38:00, 13.63, 6.08, 35.01, 7.12, ALERT: Temp Error (13.63°C) | pH Error (7.12)
2026-07-23 19:38:01, 19.02, 5.27, 36.51, 8.81, ALERT: Salinity Error (36.51 PPT) | pH Error (8.81)
2026-07-23 19:38:02, 21.43, 6.56, 30.38, 8.02, System Stable
2026-07-23 19:38:03, 16.57, 6.15, 37.92, 8.32, ALERT: Salinity Error (37.92 PPT)
2026-07-23 19:38:04, 20.57, 4.66, 35.71, 8.03, ALERT: Low Oxygen (4.66 mg/L)
2026-07-23 19:38:05, 23.03, 6.42, 30.3, 8.09, System Stable
2026-07-23 19:38:06, 14.64, 7.32, 34.32, 7.28, ALERT: pH Error (7.28)
2026-07-23 19:38:07, 22.1, 7.44, 34.3, 7.85, System Stable
2026-07-23 19:38:08, 23.86, 7.07, 28.06, 8.85, ALERT: pH Error (8.85)
2026-07-23 19:38:09, 19.59, 7.09, 34.46, 7.08, ALERT: pH Error (7.08)
2026-07-23 19:38:10, 14.65, 6.47, 27.98, 7.6, ALERT: Salinity Error (27.98 PPT)
2026-07-23 19:38:11, 25.36, 7.24, 33.25, 7.8, ALERT: Temp Error (25.36°C)
2026-07-23 19:38:12, 18.14, 7.68, 29.91, 8.45, System Stable
2026-07-23 19:38:13, 18.12, 5.47, 33.05, 8.95, ALERT: pH Error (8.95)
2026-07-23 19:38:14, 22.37, 5.97, 34.92, 7.22, ALERT: pH Error (7.22)
2026-07-23 19:38:15, 22.21, 8.49, 27.78, 7.73, ALERT: Salinity Error (27.78 PPT)
2026-07-23 19:38:16, 13.64, 7.51, 28.72, 7.89, ALERT: Temp Error (13.64°C)
2026-07-23 19:38:17, 21.76, 6.02, 30.17, 7.8, System Stable
2026-07-23 19:38:18, 12.23, 4.78, 36.76, 8.94, ALERT: Temp Error (12.23°C) | Low Oxygen (4.78 mg/L) | Salinity Error (36.76 PPT) | pH Error (8.94)
2026-07-23 19:38:19, 16.76, 8.19, 33.45, 8.47, System Stable
2026-07-23 19:38:20, 19.59, 5.85, 36.33, 7.86, ALERT: Salinity Error (36.33 PPT)
2026-07-23 19:38:21, 23.88, 5.92, 28.89, 7.69, System Stable
2026-07-23 19:38:22, 12.98, 8.12, 37.77, 8.04, ALERT: Temp Error (12.98°C) | Salinity Error (37.77 PPT)
2026-07-23 19:38:23, 15.66, 4.49, 26.36, 7.89, ALERT: Low Oxygen (4.49 mg/L) | Salinity Error (26.36 PPT)
2026-07-23 19:38:24, 23.19, 8.48, 26.66, 7.37, ALERT: Salinity Error (26.66 PPT) | pH Error (7.37)
2026-07-23 19:38:25, 20.67, 8.1, 26.13, 7.75, ALERT: Salinity Error (26.13 PPT)
2026-07-23 19:38:26, 14.88, 7.57, 36.34, 7.81, ALERT: Salinity Error (36.34 PPT)
2026-07-23 19:38:27, 25.46, 4.99, 31.1, 8.17, ALERT: Temp Error (25.46°C) | Low Oxygen (4.99 mg/L)
2026-07-23 19:38:28, 18.31, 6.34, 36.74, 8.59, ALERT: Salinity Error (36.74 PPT) | pH Error (8.59)
2026-07-23 19:38:29, 13.73, 7.05, 32.48, 7.77, ALERT: Temp Error (13.73°C)
2026-07-23 19:38:30, 24.78, 5.86, 30.18, 8.43, ALERT: Temp Error (24.78°C)
2026-07-23 19:38:31, 18.32, 4.36, 31.24, 8.77, ALERT: Low Oxygen (4.36 mg/L) | pH Error (8.77)
2026-07-23 19:38:32, 12.95, 5.1, 37.16, 8.98, ALERT: Temp Error (12.95°C) | Salinity Error (37.16 PPT) | pH Error (8.98)
2026-07-23 19:38:33, 20.02, 4.96, 30.31, 8.63, ALERT: Low Oxygen (4.96 mg/L) | pH Error (8.63)
2026-07-23 19:38:34, 22.38, 4.6, 33.51, 8.49, ALERT: Low Oxygen (4.6 mg/L)
2026-07-23 19:38:35, 21.08, 4.14, 31.86, 7.99, ALERT: Low Oxygen (4.14 mg/L)
2026-07-23 19:38:36, 13.69, 6.91, 32.16, 7.37, ALERT: Temp Error (13.69°C) | pH Error (7.37)
2026-07-23 19:38:37, 25.06, 6.47, 32.13, 7.42, ALERT: Temp Error (25.06°C) | pH Error (7.42)
2026-07-23 19:38:38, 25.59, 5.06, 27.98, 7.49, ALERT: Temp Error (25.59°C) | Salinity Error (27.98 PPT) | pH Error (7.49)
2026-07-23 19:38:39, 23.19, 4.27, 28.33, 7.38, ALERT: Low Oxygen (4.27 mg/L) | pH Error (7.38)
2026-07-23 19:38:40, 24.14, 5.69, 31.02, 8.32, ALERT: Temp Error (24.14°C)
2026-07-23 19:38:41, 23.22, 7.01, 36.71, 7.35, ALERT: Salinity Error (36.71 PPT) | pH Error (7.35)
2026-07-23 19:38:42, 23.94, 7.03, 26.9, 8.02, ALERT: Salinity Error (26.9 PPT)
2026-07-23 19:38:43, 14.69, 8.5, 31.47, 7.61, System Stable
2026-07-23 19:38:44, 14.51, 7.9, 33.22, 7.5, System Stable
2026-07-23 19:38:45, 16.34, 8.29, 35.89, 7.48, ALERT: pH Error (7.48)
2026-07-23 19:38:46, 23.26, 7.38, 29.09, 8.01, System Stable
2026-07-23 19:38:47, 17.61, 5.97, 31.69, 8.49, System Stable
2026-07-23 19:38:48, 12.33, 6.52, 27.83, 8.03, ALERT: Temp Error (12.33°C) | Salinity Error (27.83 PPT)
2026-07-23 19:38:49, 19.5, 4.3, 32.82, 8.96, ALERT: Low Oxygen (4.3 mg/L) | pH Error (8.96)
2026-07-23 19:38:50, 15.3, 7.17, 33.16, 7.35, ALERT: pH Error (7.35)
2026-07-23 19:38:51, 25.12, 6.3, 28.22, 8.91, ALERT: Temp Error (25.12°C) | pH Error (8.91)
2026-07-23 19:38:52, 12.12, 5.65, 27.27, 8.05, ALERT: Temp Error (12.12°C) | Salinity Error (27.27 PPT)
2026-07-23 19:38:53, 22.54, 5.58, 37.06, 7.9, ALERT: Salinity Error (37.06 PPT)
2026-07-23 19:38:54, 18.74, 7.54, 30.86, 8.19, System Stable
2026-07-23 19:38:55, 24.15, 6.72, 27.55, 8.18, ALERT: Temp Error (24.15°C) | Salinity Error (27.55 PPT)
2026-07-23 19:38:56, 17.37, 6.21, 30.97, 7.24, ALERT: pH Error (7.24)
2026-07-23 19:38:57, 16.89, 7.96, 33.66, 7.47, ALERT: pH Error (7.47)
2026-07-23 19:38:58, 20.68, 4.28, 27.84, 8.69, ALERT: Low Oxygen (4.28 mg/L) | Salinity Error (27.84 PPT) | pH Error (8.69)
2026-07-23 19:38:59, 16.93, 6.92, 27.09, 7.02, ALERT: Salinity Error (27.09 PPT) | pH Error (7.02)
2026-07-23 19:39:00, 12.55, 6.96, 37.03, 8.88, ALERT: Temp Error (12.55°C) | Salinity Error (37.03 PPT) | pH Error (8.88)
2026-07-23 19:39:01, 15.8, 7.82, 34.89, 7.93, System Stable
2026-07-23 19:39:02, 18.3, 6.12, 32.96, 7.91, System Stable
2026-07-23 19:39:03, 25.66, 7.26, 33.22, 8.76, ALERT: Temp Error (25.66°C) | pH Error (8.76)
2026-07-23 19:39:04, 15.44, 8.04, 29.67, 8.37, System Stable
2026-07-23 19:39:05, 16.24, 8.01, 30.73, 8.56, ALERT: pH Error (8.56)
2026-07-23 19:39:06, 16.46, 8.3, 28.81, 7.4, ALERT: pH Error (7.4)
2026-07-23 19:39:07, 16.47, 6.75, 32.5, 7.98, System Stable
2026-07-23 19:39:08, 22.59, 5.57, 37.35, 8.33, ALERT: Salinity Error (37.35 PPT)
2026-07-23 19:39:09, 16.99, 5.33, 32.77, 8.07, System Stable
2026-07-23 19:39:10, 25.02, 6.08, 34.9, 8.64, ALERT: Temp Error (25.02°C) | pH Error (8.64)
2026-07-23 19:39:11, 23.76, 4.72, 34.72, 7.71, ALERT: Low Oxygen (4.72 mg/L)
2026-07-23 19:39:12, 13.98, 6.39, 35.18, 8.71, ALERT: Temp Error (13.98°C) | pH Error (8.71)
2026-07-23 19:39:13, 21.21, 6.95, 29.91, 7.82, System Stable
2026-07-23 19:39:14, 12.41, 6.46, 35.61, 8.55, ALERT: Temp Error (12.41°C) | pH Error (8.55)
2026-07-23 19:39:15, 17.55, 7.35, 34.34, 7.11, ALERT: pH Error (7.11)
2026-07-23 19:39:16, 14.53, 7.56, 28.86, 7.87, System Stable
2026-07-23 19:39:17, 12.37, 7.7, 31.68, 8.76, ALERT: Temp Error (12.37°C) | pH Error (8.76)
2026-07-23 19:39:18, 14.18, 5.39, 31.59, 7.14, ALERT: pH Error (7.14)
2026-07-23 19:39:19, 25.28, 6.48, 32.64, 7.81, ALERT: Temp Error (25.28°C)
2026-07-23 19:39:20, 19.52, 6.37, 30.47, 8.38, System Stable
2026-07-23 19:39:21, 21.39, 7.27, 26.76, 7.84, ALERT: Salinity Error (26.76 PPT)
2026-07-23 19:39:22, 14.09, 6.91, 29.86, 8.28, System Stable
2026-07-23 19:39:23, 23.13, 7.81, 34.67, 7.21, ALERT: pH Error (7.21)
2026-07-23 19:39:24, 19.14, 5.52, 36.25, 7.35, ALERT: Salinity Error (36.25 PPT) | pH Error (7.35)
2026-07-23 19:39:25, 19.71, 4.73, 28.86, 8.77, ALERT: Low Oxygen (4.73 mg/L) | pH Error (8.77)
2026-07-23 19:39:26, 19.59, 5.04, 37.29, 8.13, ALERT: Salinity Error (37.29 PPT)
2026-07-23 19:39:27, 14.88, 8.29, 28.9, 7.15, ALERT: pH Error (7.15)
2026-07-23 19:39:28, 24.7, 6.59, 34.08, 7.28, ALERT: Temp Error (24.7°C) | pH Error (7.28)
2026-07-23 19:39:29, 19.88, 4.33, 29.43, 7.68, ALERT: Low Oxygen (4.33 mg/L)
2026-07-23 19:39:30, 15.74, 7.91, 27.0, 8.23, ALERT: Salinity Error (27.0 PPT)
2026-07-23 19:39:31, 14.44, 7.01, 32.72, 7.03, ALERT: pH Error (7.03)
2026-07-23 19:39:32, 18.25, 6.93, 36.12, 7.13, ALERT: Salinity Error (36.12 PPT) | pH Error (7.13)
2026-07-23 19:39:33, 25.56, 6.26, 26.77, 7.71, ALERT: Temp Error (25.56°C) | Salinity Error (26.77 PPT)
2026-07-23 19:39:34, 18.25, 5.69, 29.15, 7.69, System Stable
2026-07-23 19:39:35, 19.27, 6.84, 26.32, 8.9, ALERT: Salinity Error (26.32 PPT) | pH Error (8.9)
2026-07-23 19:39:36, 20.56, 7.93, 37.11, 7.42, ALERT: Salinity Error (37.11 PPT) | pH Error (7.42)
2026-07-23 19:39:37, 25.7, 4.57, 26.84, 7.68, ALERT: Temp Error (25.7°C) | Low Oxygen (4.57 mg/L) | Salinity Error (26.84 PPT)
2026-07-23 19:39:38, 19.58, 7.54, 37.85, 7.17, ALERT: Salinity Error (37.85 PPT) | pH Error (7.17)
2026-07-23 19:39:39, 13.74, 8.12, 33.37, 8.07, ALERT: Temp Error (13.74°C)
2026-07-23 19:39:40, 18.13, 6.3, 32.57, 8.02, System Stable
2026-07-23 19:39:41, 12.04, 4.45, 31.31, 8.76, ALERT: Temp Error (12.04°C) | Low Oxygen (4.45 mg/L) | pH Error (8.76)
2026-07-23 19:39:42, 15.21, 7.4, 37.46, 8.84, ALERT: Salinity Error (37.46 PPT) | pH Error (8.84)
2026-07-23 19:39:43, 13.92, 8.11, 33.97, 7.93, ALERT: Temp Error (13.92°C)
2026-07-23 19:39:44, 24.1, 6.1, 31.51, 8.18, ALERT: Temp Error (24.1°C)
2026-07-23 19:39:45, 14.83, 4.98, 35.71, 7.44, ALERT: Low Oxygen (4.98 mg/L) | pH Error (7.44)
2026-07-23 19:39:46, 20.01, 4.0, 34.06, 8.22, ALERT: Low Oxygen (4.0 mg/L)
2026-07-23 19:39:47, 24.2, 4.24, 35.97, 7.04, ALERT: Temp Error (24.2°C) | Low Oxygen (4.24 mg/L) | pH Error (7.04)
2026-07-23 19:39:48, 15.94, 8.38, 28.8, 7.35, ALERT: pH Error (7.35)
2026-07-23 19:39:49, 17.49, 5.22, 33.17, 8.97, ALERT: pH Error (8.97)
2026-07-23 19:39:50, 25.49, 7.48, 29.07, 7.96, ALERT: Temp Error (25.49°C)
2026-07-23 19:39:51, 15.47, 7.9, 35.53, 8.05, System Stable
2026-07-23 19:39:52, 19.19, 7.83, 37.51, 7.57, ALERT: Salinity Error (37.51 PPT)
2026-07-23 19:39:53, 16.8, 6.8, 31.02, 7.03, ALERT: pH Error (7.03)
2026-07-23 19:39:54, 23.85, 8.04, 29.78, 7.42, ALERT: pH Error (7.42)
2026-07-23 19:39:55, 12.5, 5.3, 27.8, 7.03, ALERT: Temp Error (12.5°C) | Salinity Error (27.8 PPT) | pH Error (7.03)
2026-07-23 19:39:56, 14.93, 4.07, 37.71, 7.57, ALERT: Low Oxygen (4.07 mg/L) | Salinity Error (37.71 PPT)
2026-07-23 19:39:57, 19.18, 5.03, 28.97, 8.21, System Stable
2026-07-23 19:39:58, 23.14, 7.33, 26.75, 8.37, ALERT: Salinity Error (26.75 PPT)
2026-07-23 19:39:59, 12.2, 6.42, 32.29, 7.94, ALERT: Temp Error (12.2°C)
2026-07-23 19:40:00, 23.02, 4.53, 30.14, 7.23, ALERT: Low Oxygen (4.53 mg/L) | pH Error (7.23)
2026-07-23 19:40:01, 24.35, 7.46, 37.4, 8.14, ALERT: Temp Error (24.35°C) | Salinity Error (37.4 PPT)
2026-07-23 19:40:02, 13.78, 7.06, 31.46, 7.04, ALERT: Temp Error (13.78°C) | pH Error (7.04)
2026-07-23 19:40:03, 21.47, 7.95, 37.58, 8.49, ALERT: Salinity Error (37.58 PPT)
2026-07-23 19:40:04, 17.67, 6.6, 31.79, 8.19, System Stable
2026-07-23 19:40:05, 13.38, 7.48, 28.18, 8.21, ALERT: Temp Error (13.38°C)
2026-07-23 19:40:06, 24.59, 6.84, 26.98, 7.18, ALERT: Temp Error (24.59°C) | Salinity Error (26.98 PPT) | pH Error (7.18)
2026-07-23 19:40:07, 19.56, 6.8, 27.06, 7.72, ALERT: Salinity Error (27.06 PPT)
2026-07-23 19:40:08, 14.86, 5.23, 37.41, 7.7, ALERT: Salinity Error (37.41 PPT)
2026-07-23 19:40:09, 14.23, 8.4, 28.55, 7.93, System Stable
2026-07-23 19:40:10, 18.15, 7.26, 31.58, 8.99, ALERT: pH Error (8.99)
2026-07-23 19:40:11, 13.69, 4.01, 32.78, 8.64, ALERT: Temp Error (13.69°C) | Low Oxygen (4.01 mg/L) | pH Error (8.64)
2026-07-23 19:40:12, 13.26, 6.59, 33.2, 7.61, ALERT: Temp Error (13.26°C)
2026-07-23 19:40:13, 23.32, 6.58, 33.48, 7.38, ALERT: pH Error (7.38)
2026-07-23 19:40:14, 14.84, 7.71, 37.88, 8.28, ALERT: Salinity Error (37.88 PPT)
2026-07-23 19:40:15, 24.17, 5.43, 37.1, 7.25, ALERT: Temp Error (24.17°C) | Salinity Error (37.1 PPT) | pH Error (7.25)
2026-07-23 19:40:16, 15.39, 7.95, 27.14, 8.54, ALERT: Salinity Error (27.14 PPT) | pH Error (8.54)
2026-07-23 19:40:17, 16.36, 5.73, 36.33, 7.45, ALERT: Salinity Error (36.33 PPT) | pH Error (7.45)
2026-07-23 19:40:18, 18.68, 5.55, 33.82, 8.94, ALERT: pH Error (8.94)
2026-07-23 19:40:19, 22.71, 4.61, 33.22, 7.67, ALERT: Low Oxygen (4.61 mg/L)
2026-07-23 19:40:20, 25.89, 5.72, 29.78, 7.14, ALERT: Temp Error (25.89°C) | pH Error (7.14)
2026-07-23 19:40:21, 18.21, 5.77, 29.43, 7.86, System Stable
2026-07-23 19:40:22, 22.56, 5.63, 26.38, 7.69, ALERT: Salinity Error (26.38 PPT)
2026-07-23 19:40:23, 21.57, 8.06, 27.06, 8.47, ALERT: Salinity Error (27.06 PPT)
2026-07-23 19:40:24, 17.03, 7.98, 34.03, 8.77, ALERT: pH Error (8.77)
2026-07-23 19:40:25, 16.52, 7.15, 34.63, 8.53, ALERT: pH Error (8.53)
2026-07-23 19:40:26, 23.81, 6.59, 35.81, 8.97, ALERT: pH Error (8.97)
2026-07-23 19:40:27, 25.25, 5.52, 33.15, 8.0, ALERT: Temp Error (25.25°C)
2026-07-23 19:40:28, 17.42, 4.13, 30.44, 8.09, ALERT: Low Oxygen (4.13 mg/L)
2026-07-23 19:40:29, 15.42, 7.57, 34.28, 8.42, System Stable
2026-07-23 19:40:30, 17.5, 5.02, 32.12, 8.86, ALERT: pH Error (8.86)
2026-07-23 19:40:31, 25.25, 6.74, 31.52, 8.24, ALERT: Temp Error (25.25°C)
2026-07-23 19:40:32, 14.28, 8.0, 34.96, 7.68, System Stable
2026-07-23 19:40:33, 17.37, 4.52, 31.29, 7.13, ALERT: Low Oxygen (4.52 mg/L) | pH Error (7.13)
2026-07-23 19:40:34, 25.74, 5.3, 36.36, 7.03, ALERT: Temp Error (25.74°C) | Salinity Error (36.36 PPT) | pH Error (7.03)
2026-07-23 19:40:35, 12.25, 5.6, 37.86, 8.38, ALERT: Temp Error (12.25°C) | Salinity Error (37.86 PPT)
2026-07-23 19:40:36, 25.82, 7.89, 33.16, 8.85, ALERT: Temp Error (25.82°C) | pH Error (8.85)
2026-07-23 19:40:37, 24.25, 5.46, 36.95, 8.27, ALERT: Temp Error (24.25°C) | Salinity Error (36.95 PPT)
2026-07-23 19:40:38, 23.52, 4.57, 26.06, 8.3, ALERT: Low Oxygen (4.57 mg/L) | Salinity Error (26.06 PPT)
2026-07-23 19:40:39, 19.66, 7.86, 30.75, 7.18, ALERT: pH Error (7.18)
2026-07-23 19:40:40, 20.9, 4.96, 33.9, 8.57, ALERT: Low Oxygen (4.96 mg/L) | pH Error (8.57)
2026-07-23 19:40:41, 21.8, 8.1, 33.4, 7.03, ALERT: pH Error (7.03)
2026-07-23 19:40:42, 12.96, 7.34, 27.9, 8.6, ALERT: Temp Error (12.96°C) | Salinity Error (27.9 PPT) | pH Error (8.6)
2026-07-23 19:40:43, 23.99, 4.56, 35.14, 8.39, ALERT: Low Oxygen (4.56 mg/L)
2026-07-23 19:40:44, 22.05, 4.32, 37.8, 8.55, ALERT: Low Oxygen (4.32 mg/L) | Salinity Error (37.8 PPT) | pH Error (8.55)
2026-07-23 19:40:45, 19.25, 6.74, 31.05, 8.51, ALERT: pH Error (8.51)
2026-07-23 19:40:46, 14.04, 4.98, 36.61, 7.0, ALERT: Low Oxygen (4.98 mg/L) | Salinity Error (36.61 PPT) | pH Error (7.0)
2026-07-23 19:40:47, 19.69, 5.53, 27.79, 7.13, ALERT: Salinity Error (27.79 PPT) | pH Error (7.13)
2026-07-23 19:40:48, 19.35, 4.06, 35.5, 7.23, ALERT: Low Oxygen (4.06 mg/L) | pH Error (7.23)
2026-07-23 19:40:49, 12.09, 4.26, 34.6, 8.92, ALERT: Temp Error (12.09°C) | Low Oxygen (4.26 mg/L) | pH Error (8.92)
2026-07-23 19:40:50, 17.33, 6.39, 34.73, 7.06, ALERT: pH Error (7.06)
2026-07-23 19:40:51, 17.98, 4.78, 37.82, 8.62, ALERT: Low Oxygen (4.78 mg/L) | Salinity Error (37.82 PPT) | pH Error (8.62)
2026-07-23 19:40:52, 16.89, 5.98, 29.79, 7.92, System Stable
2026-07-23 19:40:53, 24.18, 7.8, 36.85, 8.66, ALERT: Temp Error (24.18°C) | Salinity Error (36.85 PPT) | pH Error (8.66)
2026-07-23 19:40:54, 25.45, 5.1, 36.83, 7.76, ALERT: Temp Error (25.45°C) | Salinity Error (36.83 PPT)
2026-07-23 19:40:55, 22.99, 4.09, 37.4, 7.1, ALERT: Low Oxygen (4.09 mg/L) | Salinity Error (37.4 PPT) | pH Error (7.1)
2026-07-23 19:40:56, 16.53, 4.46, 26.13, 7.4, ALERT: Low Oxygen (4.46 mg/L) | Salinity Error (26.13 PPT) | pH Error (7.4)
2026-07-23 19:40:57, 24.35, 8.49, 37.93, 8.89, ALERT: Temp Error (24.35°C) | Salinity Error (37.93 PPT) | pH Error (8.89)
2026-07-23 19:40:58, 22.82, 6.9, 34.11, 8.8, ALERT: pH Error (8.8)
2026-07-23 19:40:59, 15.05, 4.87, 31.53, 8.2, ALERT: Low Oxygen (4.87 mg/L)
2026-07-23 19:41:00, 20.42, 6.41, 32.74, 8.33, System Stable
2026-07-23 19:41:01, 17.35, 5.73, 30.69, 7.35, ALERT: pH Error (7.35)
2026-07-23 19:41:02, 23.44, 5.18, 29.69, 8.13, System Stable
2026-07-23 19:41:03, 13.53, 5.9, 28.81, 7.17, ALERT: Temp Error (13.53°C) | pH Error (7.17)
2026-07-23 19:41:04, 15.99, 7.87, 36.39, 8.28, ALERT: Salinity Error (36.39 PPT)
2026-07-23 19:41:05, 19.7, 5.14, 33.2, 7.41, ALERT: pH Error (7.41)
2026-07-23 19:41:06, 23.17, 4.03, 29.21, 8.91, ALERT: Low Oxygen (4.03 mg/L) | pH Error (8.91)
2026-07-23 19:41:07, 16.7, 5.92, 32.98, 7.93, System Stable
2026-07-23 19:41:08, 15.42, 4.89, 34.68, 7.26, ALERT: Low Oxygen (4.89 mg/L) | pH Error (7.26)
2026-07-23 19:41:09, 17.61, 4.52, 28.47, 7.81, ALERT: Low Oxygen (4.52 mg/L)
2026-07-23 19:41:10, 18.17, 7.93, 32.6, 8.02, System Stable
2026-07-23 19:41:11, 20.99, 5.92, 36.07, 8.7, ALERT: Salinity Error (36.07 PPT) | pH Error (8.7)
2026-07-23 19:41:12, 25.11, 8.15, 32.89, 7.3, ALERT: Temp Error (25.11°C) | pH Error (7.3)
2026-07-23 19:41:13, 16.1, 4.75, 35.75, 8.48, ALERT: Low Oxygen (4.75 mg/L)
2026-07-23 19:41:14, 21.54, 5.44, 32.18, 7.48, ALERT: pH Error (7.48)
2026-07-23 19:41:15, 15.53, 5.53, 34.6, 8.65, ALERT: pH Error (8.65)
2026-07-23 19:41:16, 15.98, 8.4, 29.4, 8.35, System Stable
2026-07-23 19:41:17, 19.91, 5.79, 37.22, 7.26, ALERT: Salinity Error (37.22 PPT) | pH Error (7.26)
2026-07-23 19:41:18, 15.99, 4.14, 30.23, 7.46, ALERT: Low Oxygen (4.14 mg/L) | pH Error (7.46)
2026-07-23 19:41:19, 18.92, 7.1, 29.88, 7.87, System Stable
2026-07-23 19:41:20, 18.98, 7.27, 32.96, 7.46, ALERT: pH Error (7.46)
2026-07-23 19:41:21, 14.21, 7.35, 26.9, 8.45, ALERT: Salinity Error (26.9 PPT)
2026-07-23 19:41:22, 12.64, 4.21, 26.39, 7.84, ALERT: Temp Error (12.64°C) | Low Oxygen (4.21 mg/L) | Salinity Error (26.39 PPT)
2026-07-23 19:41:23, 23.38, 8.12, 29.49, 8.73, ALERT: pH Error (8.73)
2026-07-23 19:41:24, 12.44, 5.69, 33.97, 8.55, ALERT: Temp Error (12.44°C) | pH Error (8.55)
2026-07-23 19:41:25, 22.7, 7.43, 29.53, 7.18, ALERT: pH Error (7.18)
2026-07-23 19:41:26, 16.51, 8.05, 35.0, 7.11, ALERT: pH Error (7.11)
2026-07-23 19:41:27, 16.39, 4.28, 33.71, 8.71, ALERT: Low Oxygen (4.28 mg/L) | pH Error (8.71)
2026-07-23 19:41:28, 20.35, 8.08, 29.83, 8.67, ALERT: pH Error (8.67)
2026-07-23 19:41:29, 17.39, 4.69, 32.14, 7.08, ALERT: Low Oxygen (4.69 mg/L) | pH Error (7.08)
2026-07-23 19:41:30, 12.6, 8.18, 26.98, 7.8, ALERT: Temp Error (12.6°C) | Salinity Error (26.98 PPT)
2026-07-23 19:41:31, 22.03, 6.77, 29.41, 8.2, System Stable
2026-07-23 19:41:32, 17.91, 7.67, 36.74, 8.09, ALERT: Salinity Error (36.74 PPT)
2026-07-23 19:41:33, 12.42, 7.74, 28.46, 8.16, ALERT: Temp Error (12.42°C)
2026-07-23 19:41:34, 14.33, 6.67, 37.1, 7.94, ALERT: Salinity Error (37.1 PPT)
2026-07-23 19:41:35, 12.84, 8.39, 37.73, 7.84, ALERT: Temp Error (12.84°C) | Salinity Error (37.73 PPT)
2026-07-23 19:41:36, 25.72, 5.46, 27.67, 8.52, ALERT: Temp Error (25.72°C) | Salinity Error (27.67 PPT) | pH Error (8.52)
2026-07-23 19:41:37, 15.96, 6.3, 28.74, 8.39, System Stable
2026-07-23 19:41:38, 14.46, 7.8, 36.64, 8.38, ALERT: Salinity Error (36.64 PPT)
2026-07-23 19:41:39, 16.1, 7.72, 37.68, 7.43, ALERT: Salinity Error (37.68 PPT) | pH Error (7.43)
